Date ID	Order Date	Ship Date	Day of Week
SG-2012-1600	7/24/2012 12:00:00 AM	7/26/2012 12:00:00 AM	2
MO-2014-5620	9/23/2014 12:00:00 AM	9/28/2014 12:00:00 AM	2
MX-2013-142006	12/24/2013 12:00:00 AM	12/29/2013 12:00:00 AM	2
IR-2012-1280	7/17/2012 12:00:00 AM	7/19/2012 12:00:00 AM	2
ES-2011-4864498	4/12/2011 12:00:00 AM	4/16/2011 12:00:00 AM	2
HR-2014-4050	8/26/2014 12:00:00 AM	8/30/2014 12:00:00 AM	2
IN-2013-79600	7/23/2013 12:00:00 AM	7/25/2013 12:00:00 AM	2
IN-2014-19169	5/6/2014 12:00:00 AM	5/10/2014 12:00:00 AM	2
IN-2012-80881	8/21/2012 12:00:00 AM	8/26/2012 12:00:00 AM	2
ES-2014-3936194	8/12/2014 12:00:00 AM	8/16/2014 12:00:00 AM	2
MX-2013-145856	9/3/2013 12:00:00 AM	9/6/2013 12:00:00 AM	2
IN-2014-61204	12/9/2014 12:00:00 AM	12/15/2014 12:00:00 AM	2
IN-2014-41933	7/1/2014 12:00:00 AM	7/7/2014 12:00:00 AM	2
ID-2013-75820	6/18/2013 12:00:00 AM	6/22/2013 12:00:00 AM	2
CA-2014-117926	12/9/2014 12:00:00 AM	12/13/2014 12:00:00 AM	2
MX-2013-109750	12/3/2013 12:00:00 AM	12/5/2013 12:00:00 AM	2
IN-2012-65747	4/10/2012 12:00:00 AM	4/15/2012 12:00:00 AM	2
RS-2014-1700	6/24/2014 12:00:00 AM	6/29/2014 12:00:00 AM	2
US-2012-114272	11/27/2012 12:00:00 AM	12/1/2012 12:00:00 AM	2
MX-2012-107811	5/1/2012 12:00:00 AM	5/3/2012 12:00:00 AM	2
US-2013-155103	12/3/2013 12:00:00 AM	12/8/2013 12:00:00 AM	2
ES-2012-2501542	3/20/2012 12:00:00 AM	3/23/2012 12:00:00 AM	2
CA-2014-163629	11/18/2014 12:00:00 AM	11/22/2014 12:00:00 AM	2
MO-2013-6550	4/2/2013 12:00:00 AM	4/2/2013 12:00:00 AM	2
MX-2014-112613	5/6/2014 12:00:00 AM	5/11/2014 12:00:00 AM	2
ID-2014-82568	12/23/2014 12:00:00 AM	12/27/2014 12:00:00 AM	2
CA-2013-129847	9/3/2013 12:00:00 AM	9/5/2013 12:00:00 AM	2
CG-2013-8420	9/10/2013 12:00:00 AM	9/13/2013 12:00:00 AM	2
ID-2014-80118	1/28/2014 12:00:00 AM	2/2/2014 12:00:00 AM	2
MX-2013-140172	10/15/2013 12:00:00 AM	10/22/2013 12:00:00 AM	2
IT-2013-4881464	8/13/2013 12:00:00 AM	8/20/2013 12:00:00 AM	2
TU-2011-8450	8/30/2011 12:00:00 AM	9/3/2011 12:00:00 AM	2
ES-2011-2379967	11/22/2011 12:00:00 AM	11/24/2011 12:00:00 AM	2
US-2012-121097	7/31/2012 12:00:00 AM	8/5/2012 12:00:00 AM	2
IN-2013-34618	1/22/2013 12:00:00 AM	1/27/2013 12:00:00 AM	2
BO-2013-3500	6/25/2013 12:00:00 AM	6/29/2013 12:00:00 AM	2
NI-2011-7530	6/14/2011 12:00:00 AM	6/17/2011 12:00:00 AM	2
ES-2013-1853161	7/30/2013 12:00:00 AM	8/4/2013 12:00:00 AM	2
MX-2014-139318	12/23/2014 12:00:00 AM	12/29/2014 12:00:00 AM	2
US-2013-111290	7/23/2013 12:00:00 AM	7/27/2013 12:00:00 AM	2
MX-2013-145079	4/30/2013 12:00:00 AM	5/4/2013 12:00:00 AM	2
CA-2011-116407	11/15/2011 12:00:00 AM	11/21/2011 12:00:00 AM	2
CA-2013-113607	10/15/2013 12:00:00 AM	10/19/2013 12:00:00 AM	2
IN-2013-56031	6/25/2013 12:00:00 AM	6/29/2013 12:00:00 AM	2
MX-2014-165078	9/9/2014 12:00:00 AM	9/14/2014 12:00:00 AM	2
ID-2011-36172	8/30/2011 12:00:00 AM	9/3/2011 12:00:00 AM	2
ES-2012-2374376	1/24/2012 12:00:00 AM	1/26/2012 12:00:00 AM	2
CA-2014-135860	12/2/2014 12:00:00 AM	12/8/2014 12:00:00 AM	2
MX-2013-155481	2/19/2013 12:00:00 AM	2/26/2013 12:00:00 AM	2
MX-2013-127649	10/8/2013 12:00:00 AM	10/11/2013 12:00:00 AM	2
ES-2011-5814037	6/7/2011 12:00:00 AM	6/12/2011 12:00:00 AM	2
CA-2012-104297	5/29/2012 12:00:00 AM	5/31/2012 12:00:00 AM	2
US-2012-148649	12/25/2012 12:00:00 AM	12/29/2012 12:00:00 AM	2
MX-2014-138317	1/28/2014 12:00:00 AM	1/30/2014 12:00:00 AM	2
CA-2011-140487	6/14/2011 12:00:00 AM	6/20/2011 12:00:00 AM	2
ES-2014-2551017	3/18/2014 12:00:00 AM	3/18/2014 12:00:00 AM	2
MX-2014-132150	8/5/2014 12:00:00 AM	8/7/2014 12:00:00 AM	2
US-2013-113985	12/3/2013 12:00:00 AM	12/8/2013 12:00:00 AM	2
MX-2012-146290	12/25/2012 12:00:00 AM	12/29/2012 12:00:00 AM	2
ES-2011-3257006	11/1/2011 12:00:00 AM	11/6/2011 12:00:00 AM	2
MX-2011-125227	11/8/2011 12:00:00 AM	11/12/2011 12:00:00 AM	2
ES-2013-5103526	12/17/2013 12:00:00 AM	12/19/2013 12:00:00 AM	2
US-2012-102484	10/23/2012 12:00:00 AM	10/29/2012 12:00:00 AM	2
CA-2014-104822	10/21/2014 12:00:00 AM	10/21/2014 12:00:00 AM	2
ID-2012-55905	8/14/2012 12:00:00 AM	8/16/2012 12:00:00 AM	2
IN-2014-51187	5/20/2014 12:00:00 AM	5/22/2014 12:00:00 AM	2
ES-2014-4875323	1/14/2014 12:00:00 AM	1/21/2014 12:00:00 AM	2
ID-2012-30873	6/5/2012 12:00:00 AM	6/7/2012 12:00:00 AM	2
ID-2014-80440	9/16/2014 12:00:00 AM	9/21/2014 12:00:00 AM	2
MO-2014-380	5/27/2014 12:00:00 AM	6/1/2014 12:00:00 AM	2
CG-2012-1650	7/10/2012 12:00:00 AM	7/12/2012 12:00:00 AM	2
US-2014-134558	12/9/2014 12:00:00 AM	12/13/2014 12:00:00 AM	2
MX-2013-104178	3/26/2013 12:00:00 AM	3/30/2013 12:00:00 AM	2
IS-2013-7870	9/24/2013 12:00:00 AM	9/28/2013 12:00:00 AM	2
ID-2013-18966	11/5/2013 12:00:00 AM	11/11/2013 12:00:00 AM	2
US-2012-145205	12/11/2012 12:00:00 AM	12/13/2012 12:00:00 AM	2
MX-2012-156223	10/23/2012 12:00:00 AM	10/29/2012 12:00:00 AM	2
IN-2011-45552	10/18/2011 12:00:00 AM	10/23/2011 12:00:00 AM	2
AG-2014-2110	12/30/2014 12:00:00 AM	1/4/2015 12:00:00 AM	2
ES-2012-5870268	12/4/2012 12:00:00 AM	12/8/2012 12:00:00 AM	2
NI-2014-7410	8/12/2014 12:00:00 AM	8/17/2014 12:00:00 AM	2
CA-2012-136147	11/13/2012 12:00:00 AM	11/18/2012 12:00:00 AM	2
ES-2012-1530191	11/13/2012 12:00:00 AM	11/15/2012 12:00:00 AM	2
IN-2012-16411	9/18/2012 12:00:00 AM	9/22/2012 12:00:00 AM	2
CA-2014-131695	7/1/2014 12:00:00 AM	7/7/2014 12:00:00 AM	2
IN-2011-86782	5/31/2011 12:00:00 AM	6/3/2011 12:00:00 AM	2
MX-2013-121090	2/26/2013 12:00:00 AM	3/3/2013 12:00:00 AM	2
MX-2014-113376	6/24/2014 12:00:00 AM	6/28/2014 12:00:00 AM	2
ID-2014-77857	8/26/2014 12:00:00 AM	8/31/2014 12:00:00 AM	2
IN-2013-75078	8/13/2013 12:00:00 AM	8/19/2013 12:00:00 AM	2
CA-2012-132948	3/27/2012 12:00:00 AM	4/3/2012 12:00:00 AM	2
IN-2014-86810	6/3/2014 12:00:00 AM	6/8/2014 12:00:00 AM	2
ES-2011-4184901	8/30/2011 12:00:00 AM	9/1/2011 12:00:00 AM	2
TZ-2013-8600	7/9/2013 12:00:00 AM	7/11/2013 12:00:00 AM	2
CA-2014-146626	12/30/2014 12:00:00 AM	1/6/2015 12:00:00 AM	2
MA-2013-7190	7/2/2013 12:00:00 AM	7/6/2013 12:00:00 AM	2
US-2014-104437	1/28/2014 12:00:00 AM	2/1/2014 12:00:00 AM	2
IT-2014-4920177	2/11/2014 12:00:00 AM	2/16/2014 12:00:00 AM	2
ES-2011-1417751	8/9/2011 12:00:00 AM	8/12/2011 12:00:00 AM	2
AG-2013-5820	11/5/2013 12:00:00 AM	11/8/2013 12:00:00 AM	2
CA-2013-106460	2/19/2013 12:00:00 AM	2/22/2013 12:00:00 AM	2
ES-2014-2479976	6/24/2014 12:00:00 AM	6/28/2014 12:00:00 AM	2
UP-2013-2120	6/25/2013 12:00:00 AM	6/27/2013 12:00:00 AM	2
IN-2013-29305	4/30/2013 12:00:00 AM	5/6/2013 12:00:00 AM	2
ID-2011-81588	11/29/2011 12:00:00 AM	12/5/2011 12:00:00 AM	2
ES-2012-1217718	11/27/2012 12:00:00 AM	12/2/2012 12:00:00 AM	2
ES-2011-3948308	3/22/2011 12:00:00 AM	3/27/2011 12:00:00 AM	2
US-2014-102827	9/16/2014 12:00:00 AM	9/20/2014 12:00:00 AM	2
ES-2011-2911640	6/28/2011 12:00:00 AM	7/3/2011 12:00:00 AM	2
ES-2013-4310512	5/14/2013 12:00:00 AM	5/21/2013 12:00:00 AM	2
CA-2014-127096	9/16/2014 12:00:00 AM	9/18/2014 12:00:00 AM	2
MX-2013-129133	10/29/2013 12:00:00 AM	11/3/2013 12:00:00 AM	2
ES-2013-1668643	12/3/2013 12:00:00 AM	12/8/2013 12:00:00 AM	2
ES-2014-5802920	11/25/2014 12:00:00 AM	11/27/2014 12:00:00 AM	2
CA-2014-141719	11/18/2014 12:00:00 AM	11/22/2014 12:00:00 AM	2
SG-2014-7320	5/27/2014 12:00:00 AM	6/1/2014 12:00:00 AM	2
MX-2013-169292	4/23/2013 12:00:00 AM	4/27/2013 12:00:00 AM	2
ES-2011-2872060	10/25/2011 12:00:00 AM	10/29/2011 12:00:00 AM	2
IN-2013-50410	1/1/2013 12:00:00 AM	1/3/2013 12:00:00 AM	2
CA-2011-107139	7/5/2011 12:00:00 AM	7/11/2011 12:00:00 AM	2
MX-2012-109442	6/12/2012 12:00:00 AM	6/18/2012 12:00:00 AM	2
NI-2013-2800	12/17/2013 12:00:00 AM	12/23/2013 12:00:00 AM	2
MX-2014-160626	12/30/2014 12:00:00 AM	1/5/2015 12:00:00 AM	2
CA-2012-116484	11/20/2012 12:00:00 AM	11/26/2012 12:00:00 AM	2
MX-2013-156412	6/4/2013 12:00:00 AM	6/8/2013 12:00:00 AM	2
ES-2013-5780552	11/19/2013 12:00:00 AM	11/22/2013 12:00:00 AM	2
ES-2011-4939443	1/4/2011 12:00:00 AM	1/8/2011 12:00:00 AM	2
HU-2014-1960	6/17/2014 12:00:00 AM	6/20/2014 12:00:00 AM	2
IT-2012-1191900	6/19/2012 12:00:00 AM	6/25/2012 12:00:00 AM	2
CA-2011-120887	9/27/2011 12:00:00 AM	10/3/2011 12:00:00 AM	2
AG-2014-8620	2/11/2014 12:00:00 AM	2/17/2014 12:00:00 AM	2
IN-2012-13702	9/25/2012 12:00:00 AM	10/1/2012 12:00:00 AM	2
MX-2012-154396	10/23/2012 12:00:00 AM	10/25/2012 12:00:00 AM	2
MX-2011-117114	12/13/2011 12:00:00 AM	12/14/2011 12:00:00 AM	2
ID-2011-41457	9/27/2011 12:00:00 AM	9/30/2011 12:00:00 AM	2
KE-2014-3240	3/25/2014 12:00:00 AM	3/29/2014 12:00:00 AM	2
UP-2014-3380	6/10/2014 12:00:00 AM	6/16/2014 12:00:00 AM	2
RS-2013-7250	8/20/2013 12:00:00 AM	8/22/2013 12:00:00 AM	2
ES-2011-3714548	9/20/2011 12:00:00 AM	9/25/2011 12:00:00 AM	2
CA-2013-159009	9/24/2013 12:00:00 AM	9/28/2013 12:00:00 AM	2
US-2014-110177	12/9/2014 12:00:00 AM	12/11/2014 12:00:00 AM	2
IN-2013-21080	1/22/2013 12:00:00 AM	1/26/2013 12:00:00 AM	2
ID-2013-83079	12/10/2013 12:00:00 AM	12/14/2013 12:00:00 AM	2
CA-2011-159709	5/10/2011 12:00:00 AM	5/15/2011 12:00:00 AM	2
IT-2013-5519251	12/17/2013 12:00:00 AM	12/22/2013 12:00:00 AM	2
IN-2011-48506	3/29/2011 12:00:00 AM	3/31/2011 12:00:00 AM	2
IT-2012-2361211	6/12/2012 12:00:00 AM	6/16/2012 12:00:00 AM	2
MX-2013-132115	10/15/2013 12:00:00 AM	10/19/2013 12:00:00 AM	2
ID-2011-19512	10/4/2011 12:00:00 AM	10/6/2011 12:00:00 AM	2
IN-2014-13079	11/4/2014 12:00:00 AM	11/9/2014 12:00:00 AM	2
ES-2013-3058408	6/25/2013 12:00:00 AM	6/25/2013 12:00:00 AM	2
IN-2012-74966	10/2/2012 12:00:00 AM	10/7/2012 12:00:00 AM	2
MX-2014-127719	3/18/2014 12:00:00 AM	3/21/2014 12:00:00 AM	2
US-2011-103856	9/20/2011 12:00:00 AM	9/24/2011 12:00:00 AM	2
IN-2014-63710	9/9/2014 12:00:00 AM	9/9/2014 12:00:00 AM	2
ID-2014-65327	3/11/2014 12:00:00 AM	3/16/2014 12:00:00 AM	2
GH-2013-7390	7/2/2013 12:00:00 AM	7/7/2013 12:00:00 AM	2
US-2013-158687	9/24/2013 12:00:00 AM	9/29/2013 12:00:00 AM	2
IN-2014-43018	5/13/2014 12:00:00 AM	5/16/2014 12:00:00 AM	2
ID-2011-82589	1/11/2011 12:00:00 AM	1/15/2011 12:00:00 AM	2
MX-2011-127558	11/22/2011 12:00:00 AM	11/22/2011 12:00:00 AM	2
CA-2013-105354	12/3/2013 12:00:00 AM	12/7/2013 12:00:00 AM	2
US-2013-139962	10/29/2013 12:00:00 AM	10/29/2013 12:00:00 AM	2
IT-2014-3502743	8/5/2014 12:00:00 AM	8/8/2014 12:00:00 AM	2
MX-2012-164007	12/25/2012 12:00:00 AM	12/28/2012 12:00:00 AM	2
ID-2011-83716	6/7/2011 12:00:00 AM	6/11/2011 12:00:00 AM	2
CA-2014-161809	1/21/2014 12:00:00 AM	1/27/2014 12:00:00 AM	2
MX-2012-113341	12/18/2012 12:00:00 AM	12/20/2012 12:00:00 AM	2
ID-2014-65824	1/7/2014 12:00:00 AM	1/11/2014 12:00:00 AM	2
CA-2013-104969	4/9/2013 12:00:00 AM	4/15/2013 12:00:00 AM	2
CA-2012-125934	9/11/2012 12:00:00 AM	9/18/2012 12:00:00 AM	2
US-2013-122357	3/5/2013 12:00:00 AM	3/9/2013 12:00:00 AM	2
EG-2014-330	8/12/2014 12:00:00 AM	8/18/2014 12:00:00 AM	2
MX-2014-133179	9/2/2014 12:00:00 AM	9/6/2014 12:00:00 AM	2
MX-2013-105753	9/10/2013 12:00:00 AM	9/15/2013 12:00:00 AM	2
IN-2011-21668	12/6/2011 12:00:00 AM	12/10/2011 12:00:00 AM	2
SA-2014-2790	12/16/2014 12:00:00 AM	12/20/2014 12:00:00 AM	2
US-2012-156867	11/13/2012 12:00:00 AM	11/17/2012 12:00:00 AM	2
AG-2013-5250	4/2/2013 12:00:00 AM	4/6/2013 12:00:00 AM	2
SF-2013-680	12/31/2013 12:00:00 AM	1/6/2014 12:00:00 AM	2
MO-2013-7500	10/8/2013 12:00:00 AM	10/12/2013 12:00:00 AM	2
MX-2012-123561	7/3/2012 12:00:00 AM	7/7/2012 12:00:00 AM	2
ID-2014-63864	12/30/2014 12:00:00 AM	1/3/2015 12:00:00 AM	2
ES-2013-1997936	3/26/2013 12:00:00 AM	3/31/2013 12:00:00 AM	2
MX-2011-126907	11/15/2011 12:00:00 AM	11/20/2011 12:00:00 AM	2
ES-2011-2045003	10/11/2011 12:00:00 AM	10/14/2011 12:00:00 AM	2
IN-2014-74987	6/10/2014 12:00:00 AM	6/12/2014 12:00:00 AM	2
MX-2014-151078	10/7/2014 12:00:00 AM	10/9/2014 12:00:00 AM	2
ES-2014-1631439	11/11/2014 12:00:00 AM	11/16/2014 12:00:00 AM	2
IN-2014-79698	9/2/2014 12:00:00 AM	9/6/2014 12:00:00 AM	2
PL-2011-7410	6/14/2011 12:00:00 AM	6/20/2011 12:00:00 AM	2
ID-2013-12680	2/26/2013 12:00:00 AM	3/2/2013 12:00:00 AM	2
CA-2014-144862	12/2/2014 12:00:00 AM	12/6/2014 12:00:00 AM	2
MX-2013-102050	9/24/2013 12:00:00 AM	9/28/2013 12:00:00 AM	2
IS-2014-30	11/25/2014 12:00:00 AM	11/27/2014 12:00:00 AM	2
IN-2014-62415	5/20/2014 12:00:00 AM	5/25/2014 12:00:00 AM	2
MX-2013-122945	5/21/2013 12:00:00 AM	5/25/2013 12:00:00 AM	2
CA-2012-114503	11/13/2012 12:00:00 AM	11/17/2012 12:00:00 AM	2
ES-2013-5685466	9/3/2013 12:00:00 AM	9/5/2013 12:00:00 AM	2
ES-2013-5277755	8/6/2013 12:00:00 AM	8/13/2013 12:00:00 AM	2
SA-2013-8850	11/26/2013 12:00:00 AM	11/30/2013 12:00:00 AM	2
MX-2011-163342	11/8/2011 12:00:00 AM	11/12/2011 12:00:00 AM	2
MX-2012-167619	2/21/2012 12:00:00 AM	2/24/2012 12:00:00 AM	2
UP-2011-810	6/7/2011 12:00:00 AM	6/11/2011 12:00:00 AM	2
IN-2012-74364	5/29/2012 12:00:00 AM	5/31/2012 12:00:00 AM	2
IN-2012-81714	10/16/2012 12:00:00 AM	10/22/2012 12:00:00 AM	2
CA-2014-141138	11/11/2014 12:00:00 AM	11/17/2014 12:00:00 AM	2
ES-2014-4055964	6/10/2014 12:00:00 AM	6/14/2014 12:00:00 AM	2
IN-2013-53609	6/25/2013 12:00:00 AM	6/30/2013 12:00:00 AM	2
IZ-2014-8060	12/9/2014 12:00:00 AM	12/11/2014 12:00:00 AM	2
ES-2014-1309397	1/28/2014 12:00:00 AM	2/1/2014 12:00:00 AM	2
GH-2014-1660	5/6/2014 12:00:00 AM	5/11/2014 12:00:00 AM	2
IN-2014-19463	9/9/2014 12:00:00 AM	9/14/2014 12:00:00 AM	2
CA-2013-145548	11/12/2013 12:00:00 AM	11/17/2013 12:00:00 AM	2
IN-2014-56241	11/11/2014 12:00:00 AM	11/15/2014 12:00:00 AM	2
ES-2012-4741193	4/24/2012 12:00:00 AM	4/28/2012 12:00:00 AM	2
CA-2013-164637	3/5/2013 12:00:00 AM	3/9/2013 12:00:00 AM	2
US-2013-119298	11/26/2013 12:00:00 AM	11/29/2013 12:00:00 AM	2
ID-2012-68225	5/1/2012 12:00:00 AM	5/5/2012 12:00:00 AM	2
EG-2012-6340	8/21/2012 12:00:00 AM	8/23/2012 12:00:00 AM	2
UP-2012-8840	9/11/2012 12:00:00 AM	9/15/2012 12:00:00 AM	2
ES-2013-3066853	5/7/2013 12:00:00 AM	5/11/2013 12:00:00 AM	2
ZA-2011-2290	8/16/2011 12:00:00 AM	8/20/2011 12:00:00 AM	2
CA-2013-158358	3/5/2013 12:00:00 AM	3/9/2013 12:00:00 AM	2
CA-2013-141082	12/10/2013 12:00:00 AM	12/14/2013 12:00:00 AM	2
MX-2011-157203	6/7/2011 12:00:00 AM	6/11/2011 12:00:00 AM	2
US-2013-102232	8/6/2013 12:00:00 AM	8/12/2013 12:00:00 AM	2
SF-2012-1380	2/14/2012 12:00:00 AM	2/16/2012 12:00:00 AM	2
MX-2011-132829	5/10/2011 12:00:00 AM	5/14/2011 12:00:00 AM	2
PL-2012-1330	9/11/2012 12:00:00 AM	9/17/2012 12:00:00 AM	2
IT-2014-2861098	5/13/2014 12:00:00 AM	5/16/2014 12:00:00 AM	2
CA-2011-124079	12/13/2011 12:00:00 AM	12/17/2011 12:00:00 AM	2
ES-2014-3488377	12/2/2014 12:00:00 AM	12/7/2014 12:00:00 AM	2
ES-2014-5206561	12/9/2014 12:00:00 AM	12/16/2014 12:00:00 AM	2
MX-2013-156538	1/8/2013 12:00:00 AM	1/10/2013 12:00:00 AM	2
IN-2014-78816	8/5/2014 12:00:00 AM	8/12/2014 12:00:00 AM	2
IN-2013-59454	11/26/2013 12:00:00 AM	12/3/2013 12:00:00 AM	2
MX-2014-109148	6/3/2014 12:00:00 AM	6/9/2014 12:00:00 AM	2
IN-2011-81595	5/3/2011 12:00:00 AM	5/8/2011 12:00:00 AM	2
ES-2013-3499281	11/12/2013 12:00:00 AM	11/13/2013 12:00:00 AM	2
MX-2012-142370	4/10/2012 12:00:00 AM	4/14/2012 12:00:00 AM	2
ES-2014-4486930	8/26/2014 12:00:00 AM	8/31/2014 12:00:00 AM	2
ID-2014-59811	4/22/2014 12:00:00 AM	4/24/2014 12:00:00 AM	2
ZI-2013-5410	8/20/2013 12:00:00 AM	8/21/2013 12:00:00 AM	2
ES-2011-1782465	12/20/2011 12:00:00 AM	12/27/2011 12:00:00 AM	2
ES-2011-2535754	3/8/2011 12:00:00 AM	3/13/2011 12:00:00 AM	2
IN-2011-47715	12/13/2011 12:00:00 AM	12/19/2011 12:00:00 AM	2
ID-2013-77983	12/31/2013 12:00:00 AM	1/5/2014 12:00:00 AM	2
ID-2011-17237	8/2/2011 12:00:00 AM	8/8/2011 12:00:00 AM	2
CA-2011-140039	9/13/2011 12:00:00 AM	9/17/2011 12:00:00 AM	2
CA-2011-139423	11/1/2011 12:00:00 AM	11/5/2011 12:00:00 AM	2
MX-2012-111171	2/14/2012 12:00:00 AM	2/19/2012 12:00:00 AM	2
ES-2011-4016076	4/26/2011 12:00:00 AM	4/30/2011 12:00:00 AM	2
US-2011-155894	7/26/2011 12:00:00 AM	7/30/2011 12:00:00 AM	2
TU-2012-1690	12/25/2012 12:00:00 AM	12/31/2012 12:00:00 AM	2
IN-2012-50592	9/25/2012 12:00:00 AM	9/29/2012 12:00:00 AM	2
IN-2014-77157	9/30/2014 12:00:00 AM	10/4/2014 12:00:00 AM	2
SU-2014-7720	12/16/2014 12:00:00 AM	12/21/2014 12:00:00 AM	2
TU-2013-9320	9/3/2013 12:00:00 AM	9/7/2013 12:00:00 AM	2
IN-2014-42556	10/14/2014 12:00:00 AM	10/19/2014 12:00:00 AM	2
PL-2014-9550	10/14/2014 12:00:00 AM	10/21/2014 12:00:00 AM	2
MX-2011-122735	10/18/2011 12:00:00 AM	10/18/2011 12:00:00 AM	2
GH-2014-3090	6/10/2014 12:00:00 AM	6/16/2014 12:00:00 AM	2
ES-2014-3898681	10/7/2014 12:00:00 AM	10/12/2014 12:00:00 AM	2
CA-2013-149902	4/2/2013 12:00:00 AM	4/7/2013 12:00:00 AM	2
TZ-2014-8730	12/2/2014 12:00:00 AM	12/2/2014 12:00:00 AM	2
MX-2012-124975	12/18/2012 12:00:00 AM	12/22/2012 12:00:00 AM	2
MX-2014-132885	11/25/2014 12:00:00 AM	12/2/2014 12:00:00 AM	2
ID-2011-59601	12/13/2011 12:00:00 AM	12/19/2011 12:00:00 AM	2
BU-2014-370	6/17/2014 12:00:00 AM	6/20/2014 12:00:00 AM	2
CA-2014-140949	3/18/2014 12:00:00 AM	3/23/2014 12:00:00 AM	2
ID-2012-54911	6/26/2012 12:00:00 AM	7/1/2012 12:00:00 AM	2
IN-2014-50718	5/6/2014 12:00:00 AM	5/7/2014 12:00:00 AM	2
IR-2014-4190	7/1/2014 12:00:00 AM	7/6/2014 12:00:00 AM	2
MX-2012-115455	4/17/2012 12:00:00 AM	4/21/2012 12:00:00 AM	2
SF-2012-6610	4/17/2012 12:00:00 AM	4/23/2012 12:00:00 AM	2
IN-2014-52916	2/11/2014 12:00:00 AM	2/17/2014 12:00:00 AM	2
TU-2014-9100	9/23/2014 12:00:00 AM	9/27/2014 12:00:00 AM	2
ES-2013-5762848	7/9/2013 12:00:00 AM	7/11/2013 12:00:00 AM	2
IN-2014-55478	5/13/2014 12:00:00 AM	5/13/2014 12:00:00 AM	2
CA-2014-136000	9/23/2014 12:00:00 AM	9/26/2014 12:00:00 AM	2
MX-2012-154151	10/2/2012 12:00:00 AM	10/9/2012 12:00:00 AM	2
ES-2013-1950200	6/25/2013 12:00:00 AM	6/25/2013 12:00:00 AM	2
ES-2013-2161351	4/16/2013 12:00:00 AM	4/23/2013 12:00:00 AM	2
TU-2013-780	12/3/2013 12:00:00 AM	12/8/2013 12:00:00 AM	2
MX-2014-152751	10/28/2014 12:00:00 AM	11/1/2014 12:00:00 AM	2
US-2014-149048	4/8/2014 12:00:00 AM	4/13/2014 12:00:00 AM	2
ES-2013-1667528	12/3/2013 12:00:00 AM	12/3/2013 12:00:00 AM	2
US-2014-152366	4/22/2014 12:00:00 AM	4/26/2014 12:00:00 AM	2
CA-2014-132647	2/18/2014 12:00:00 AM	2/24/2014 12:00:00 AM	2
MX-2013-111213	6/25/2013 12:00:00 AM	6/27/2013 12:00:00 AM	2
US-2012-110618	8/28/2012 12:00:00 AM	9/1/2012 12:00:00 AM	2
ES-2012-3512904	1/3/2012 12:00:00 AM	1/9/2012 12:00:00 AM	2
MX-2013-133242	11/26/2013 12:00:00 AM	11/30/2013 12:00:00 AM	2
ID-2012-71529	12/25/2012 12:00:00 AM	12/29/2012 12:00:00 AM	2
MX-2012-109834	11/13/2012 12:00:00 AM	11/17/2012 12:00:00 AM	2
CA-2013-166373	10/22/2013 12:00:00 AM	10/26/2013 12:00:00 AM	2
IR-2012-2940	9/18/2012 12:00:00 AM	9/21/2012 12:00:00 AM	2
MX-2013-103821	8/20/2013 12:00:00 AM	8/24/2013 12:00:00 AM	2
IT-2012-4503421	12/18/2012 12:00:00 AM	12/25/2012 12:00:00 AM	2
IN-2013-55639	11/19/2013 12:00:00 AM	11/23/2013 12:00:00 AM	2
CA-2012-125234	11/27/2012 12:00:00 AM	12/1/2012 12:00:00 AM	2
CA-2012-138331	8/7/2012 12:00:00 AM	8/12/2012 12:00:00 AM	2
NI-2014-5650	6/3/2014 12:00:00 AM	6/6/2014 12:00:00 AM	2
IN-2011-29725	6/21/2011 12:00:00 AM	6/27/2011 12:00:00 AM	2
IT-2011-4664416	2/22/2011 12:00:00 AM	2/27/2011 12:00:00 AM	2
CA-2014-108854	12/9/2014 12:00:00 AM	12/15/2014 12:00:00 AM	2
MX-2014-128048	11/25/2014 12:00:00 AM	11/30/2014 12:00:00 AM	2
US-2014-126060	4/15/2014 12:00:00 AM	4/19/2014 12:00:00 AM	2
CA-2013-143910	8/13/2013 12:00:00 AM	8/17/2013 12:00:00 AM	2
US-2014-157511	2/18/2014 12:00:00 AM	2/25/2014 12:00:00 AM	2
SU-2012-2020	11/20/2012 12:00:00 AM	11/23/2012 12:00:00 AM	2
MX-2013-168872	12/17/2013 12:00:00 AM	12/24/2013 12:00:00 AM	2
US-2012-144771	10/2/2012 12:00:00 AM	10/4/2012 12:00:00 AM	2
MX-2014-167409	11/4/2014 12:00:00 AM	11/10/2014 12:00:00 AM	2
ES-2014-5784412	11/25/2014 12:00:00 AM	11/30/2014 12:00:00 AM	2
IN-2012-49073	3/20/2012 12:00:00 AM	3/26/2012 12:00:00 AM	2
ES-2014-3776783	12/30/2014 12:00:00 AM	1/4/2015 12:00:00 AM	2
ID-2013-59930	11/5/2013 12:00:00 AM	11/9/2013 12:00:00 AM	2
CA-2014-132437	9/9/2014 12:00:00 AM	9/14/2014 12:00:00 AM	2
EG-2013-7160	4/16/2013 12:00:00 AM	4/20/2013 12:00:00 AM	2
ID-2014-45580	11/11/2014 12:00:00 AM	11/13/2014 12:00:00 AM	2
US-2011-157231	4/5/2011 12:00:00 AM	4/9/2011 12:00:00 AM	2
MX-2014-106677	12/9/2014 12:00:00 AM	12/14/2014 12:00:00 AM	2
